StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/22/2021 21:38,3/22/2021 21:42,IP Address,100,247,TRUE,3/22/2021 21:42,R_RsL2oNQGYsfU5nr,5592,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Unsure,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Female,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Very knowledgeable,Daily,A Few Times a Month,5592,Treatment2
3/22/2021 21:56,3/22/2021 22:05,IP Address,100,515,TRUE,3/22/2021 22:05,R_2ydVOM2RozD8O8q,6207,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Likely,Disagree,Strongly Disagree,Agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,Black or African-American,"$150,000 or above",Liberal,Too Low,Moderately knowledgeable,Daily,A Few Times a Month,6207,Treatment1
3/22/2021 22:58,3/22/2021 23:02,IP Address,100,199,TRUE,3/22/2021 23:02,R_Ah5w4ruFCr9yt7H,6267,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,Asia,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,Asian,"$60,000 to $89,999",Liberal,Slightly Too High,Very knowledgeable,A Few Times a Month,Once a Month,6267,Treatment2
3/22/2021 23:21,3/23/2021 0:03,IP Address,100,2521,TRUE,3/23/2021 0:03,R_3oXfTBKMaGFI3ep,6276,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Likely,Likely,Disagree,Agree,Agree,Unsure,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly Disagree,Unsure,Disagree,Agree,Unsure,Strongly agree,No,Male,Asian,"$60,000 to $89,999",Liberal,Far Too High,Very knowledgeable,Daily,A Few Times a Week,6276,Treatment1
3/23/2021 9:56,3/23/2021 10:01,IP Address,100,271,TRUE,3/23/2021 10:01,R_3EgUufer2LXvVPS,5563,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Likely,Likely,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,Unsure,Agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Liberal,Far Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,5563,Treatment2
3/23/2021 10:27,3/23/2021 10:33,IP Address,100,367,TRUE,3/23/2021 10:33,R_8vHhHsEnujdfNE5,6238,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Unsure,Strongly Disagree,Strongly agree,Yes,Female,White,,Liberal,Too Low,Moderately knowledgeable,A Few Times a Week,A Few Times a Week,6238,Treatment2
3/23/2021 11:26,3/23/2021 11:37,IP Address,100,622,TRUE,3/23/2021 11:37,R_1LGcQ9zHkndOdlO,5898,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Strongly Disagree,Strongly agree,Agree,Agree,Disagree,Unsure,Strongly Disagree,Agree,Agree,Strongly agree,Unsure,Agree,Agree,Unsure,Agree,Disagree,Yes,Male,White,"$150,000 or above",Conservative,Just About Right,Slightly knowledgeable,Never or Rarely,Never or Rarely,5898,Treatment1
3/23/2021 13:52,3/23/2021 13:55,IP Address,100,158,TRUE,3/23/2021 13:55,R_2f25HQ8hmRZsH39,5058,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",,North America,Likely,Likely,Unsure,Unsure,Unsure,Unsure,Strongly agree,Agree,Unsure,Agree,Unsure,Agree,Unsure,Unsure,Agree,Unsure,Unsure,Unsure,Yes,Male,White,"$150,000 or above",Conservative,Far Too High,Slightly knowledgeable,Once a Month,Never or Rarely,5058,Treatment2
3/23/2021 14:16,3/23/2021 14:18,IP Address,100,78,TRUE,3/23/2021 14:18,R_TuQAtQK7jvVKjf3,3363,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Neither Unlikely Nor Likely,Unlikely,Unsure,Unsure,Unsure,Unsure,Disagree,Disagree,Strongly Disagree,Agree,Agree,Unsure,Strongly agree,Unsure,Disagree,Disagree,Strongly Disagree,Disagree,No,Non-binary / third gender,Black or African-American,"Less than $20,000",Lean LIberal,Just About Right,Very knowledgeable,A Few Times a Month,Once a Month,3363,Treatment1
3/23/2021 14:19,3/23/2021 14:24,IP Address,100,303,TRUE,3/23/2021 14:24,R_2ARowr2yh8lfc4J,6269,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Likely,Likely,Disagree,Strongly Disagree,Agree,Unsure,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Unsure,Strongly Disagree,Agree,Disagree,Strongly agree,Yes,Female,White,"$40,000 to $59,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,6269,Treatment1
3/23/2021 14:24,3/23/2021 14:27,IP Address,100,165,TRUE,3/23/2021 14:27,R_USiWixiNhDGVmut,6203,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Likely,Likely,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Centrist/Moderate,Too High,Moderately knowledgeable,Once a Month,Once a Month,6203,Treatment2
3/23/2021 14:32,3/23/2021 14:39,IP Address,100,394,TRUE,3/23/2021 14:39,R_3PUjevHWWIE6OGg,6094,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Disagree,Agree,Unsure,Agree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Yes,Female,White,"$150,000 or above",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,6094,Treatment1
3/23/2021 15:17,3/23/2021 15:22,IP Address,100,297,TRUE,3/23/2021 15:22,R_yCMfb7hp6zjCrmh,2637,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Very Likely,Agree,Unsure,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly agree,Yes,Female,White,"$60,000 to $89,999",Very Liberal,Too Low,Moderately knowledgeable,Once a Week,Once a Week,2637,Treatment2
3/23/2021 15:38,3/23/2021 15:40,IP Address,100,140,TRUE,3/23/2021 15:40,R_3CHhFC1uMmO9luf,4342,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Unsure,Agree,Unsure,Agree,Agree,Unsure,Agree,Agree,Agree,Agree,Unsure,Agree,Disagree,Agree,Disagree,Agree,Yes,Female,White,"$150,000 or above",Conservative,Too High,Moderately knowledgeable,Once a Month,Once a Month,4342,Treatment2
3/23/2021 15:48,3/23/2021 16:10,IP Address,100,1357,TRUE,3/23/2021 16:10,R_bIdGPoCjoTKXK0h,4532,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,Yes,Female,White,"$40,000 to $59,999",Liberal,Slightly Too Liow,Moderately knowledgeable,Never or Rarely,Once a Month,4532,Treatment1
3/23/2021 16:08,3/23/2021 16:11,IP Address,100,202,TRUE,3/23/2021 16:11,R_2QAtmPSe5jjiTD2,5545,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Likely,Likely,Agree,Agree,Unsure,Unsure,Strongly agree,Unsure,Agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Agree,Disagree,Strongly agree,Yes,Male,White,"$150,000 or above",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Once a Month,5545,Treatment2
3/23/2021 16:11,3/23/2021 16:14,IP Address,100,167,TRUE,3/23/2021 16:14,R_2CxlrhSYXuT10RC,6066,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Likely,Agree,Agree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Yes,Male,"Latino or Hispanic,White","$60,000 to $89,999",Very Liberal,Too High,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,6066,Treatment2
3/23/2021 16:03,3/23/2021 16:16,IP Address,100,753,TRUE,3/23/2021 16:16,R_31Ae6LLulnnhHCj,6241,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Very Likely,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Unsure,Unsure,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Unsure,Unsure,Unsure,Strongly agree,Yes,Male,Asian,"$150,000 or above",Liberal,Slightly Too High,Very knowledgeable,A Few Times a Week,Never or Rarely,6241,Treatment1
3/23/2021 16:14,3/23/2021 16:18,IP Address,100,205,TRUE,3/23/2021 16:18,R_3nufXJAQHGwmF6G,3878,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Likely,Likely,Strongly Disagree,Agree,Unsure,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Unsure,Unsure,Disagree,Yes,Male,White,"$150,000 or above",Lean Conservative,Slightly Too Liow,Moderately knowledgeable,Once a Week,Once a Week,3878,Treatment1
3/23/2021 16:42,3/23/2021 16:45,IP Address,100,159,TRUE,3/23/2021 16:45,R_2WweA0luVdAXatm,6253,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Yes,Female,Other,"$20,000 to $39,999",Centrist/Moderate,Just About Right,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6253,Treatment2
3/23/2021 17:12,3/23/2021 17:15,IP Address,100,180,TRUE,3/23/2021 17:15,R_3M5w8XQzHt6eEUw,6090,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Unsure,Strongly agree,Agree,Unsure,Yes,Male,White,"$150,000 or above",Lean LIberal,Too Low,Moderately knowledgeable,A Few Times a Week,Never or Rarely,6090,Treatment2
3/23/2021 17:29,3/23/2021 17:32,IP Address,100,162,TRUE,3/23/2021 17:32,R_2rHKPa4eveDeHtd,6236,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Likely,Disagree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Very knowledgeable,Once a Week,A Few Times a Month,6236,Treatment1
3/23/2021 17:34,3/23/2021 17:52,IP Address,100,1115,TRUE,3/23/2021 17:52,R_Y9yyvBIHmygv5Yd,5060,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/23/2021,North America,Very Likely,Very Likely,Unsure,Strongly Disagree,Strongly agree,Agree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Unsure,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Very Liberal,Far Too High,Slightly knowledgeable,Never or Rarely,Never or Rarely,5060,Treatment2
